"FIPS","FSA County","Program Year","Pasture Type","Qualifying Drought Event","Qualifying Date","Drought Factor","Maximum Eligible Payment Months","Payment Factor"
"36037","36037",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36037","36037",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36037","36037",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36037","36037",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36037","36037",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36045","36045",2016,"Forage Sorghum","D2","2016-10-03",1,4,1
"36045","36045",2016,"Full Season Improved Pasture","D2","2016-10-03",1,4,1
"36045","36045",2016,"Native Pasture","D2","2016-10-03",1,4,1
"36051","36051",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36051","36051",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36051","36051",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36051","36051",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36051","36051",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36051","36051",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36055","36055",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36055","36055",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36055","36055",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36055","36055",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36055","36055",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36055","36055",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36063","36063",2016,"Forage Sorghum","D3a","2016-08-16",3,4,3
"36063","36063",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,3
"36063","36063",2016,"Full Season Improved Pasture","D2","2016-10-31",1,4,3
"36063","36063",2016,"Native Pasture","D3a","2016-08-16",3,4,3
"36063","36063",2016,"Native Pasture","D2","2016-10-31",1,4,3
"36067","36067",2016,"Forage Sorghum","D2","2016-09-05",1,4,1
"36067","36067",2016,"Full Season Improved Pasture","D2","2016-09-05",1,4,1
"36067","36067",2016,"Native Pasture","D2","2016-09-05",1,4,1
"36069","36069",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36069","36069",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36069","36069",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36069","36069",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36069","36069",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36069","36069",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36073","36073",2016,"Forage Sorghum","D2","2016-09-05",1,4,4
"36073","36073",2016,"Forage Sorghum","D3a","2016-09-06",3,4,4
"36073","36073",2016,"Forage Sorghum","D3b","2016-10-03",4,4,4
"36073","36073",2016,"Full Season Improved Pasture","D2","2016-09-05",1,4,4
"36073","36073",2016,"Full Season Improved Pasture","D3a","2016-09-06",3,4,4
"36073","36073",2016,"Full Season Improved Pasture","D3b","2016-10-03",4,4,4
"36073","36073",2016,"Native Pasture","D2","2016-09-05",1,4,4
"36073","36073",2016,"Native Pasture","D3a","2016-09-06",3,4,4
"36073","36073",2016,"Native Pasture","D3b","2016-10-03",4,4,4
"36075","36075",2016,"Forage Sorghum","D2","2016-10-03",1,4,1
"36075","36075",2016,"Full Season Improved Pasture","D2","2016-10-03",1,4,1
"36075","36075",2016,"Native Pasture","D2","2016-10-03",1,4,1
"36097","36097",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36097","36097",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36097","36097",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36097","36097",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36097","36097",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36097","36097",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36099","36099",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36099","36099",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36099","36099",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36099","36099",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36099","36099",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36099","36099",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36101","36101",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36101","36101",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36101","36101",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36101","36101",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36101","36101",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36101","36101",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36103","36103",2016,"Forage Sorghum","D2","2016-09-19",1,4,1
"36103","36103",2016,"Full Season Improved Pasture","D2","2016-09-19",1,4,1
"36103","36103",2016,"Native Pasture","D2","2016-09-19",1,4,1
"36107","36107",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36107","36107",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36107","36107",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36107","36107",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36107","36107",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36107","36107",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36109","36109",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36109","36109",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36109","36109",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36109","36109",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36109","36109",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36109","36109",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36117","36117",2016,"Forage Sorghum","D3a","2016-09-06",3,4,4
"36117","36117",2016,"Forage Sorghum","D3b","2016-10-03",4,4,4
"36117","36117",2016,"Full Season Improved Pasture","D3a","2016-09-06",3,4,4
"36117","36117",2016,"Full Season Improved Pasture","D3b","2016-10-03",4,4,4
"36117","36117",2016,"Native Pasture","D3a","2016-09-06",3,4,4
"36117","36117",2016,"Native Pasture","D3b","2016-10-03",4,4,4
"36121","36121",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36121","36121",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36121","36121",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36121","36121",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36121","36121",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36121","36121",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"36123","36123",2016,"Forage Sorghum","D3a","2016-08-16",3,4,4
"36123","36123",2016,"Forage Sorghum","D3b","2016-09-12",4,4,4
"36123","36123",2016,"Full Season Improved Pasture","D3a","2016-08-16",3,4,4
"36123","36123",2016,"Full Season Improved Pasture","D3b","2016-09-12",4,4,4
"36123","36123",2016,"Native Pasture","D3a","2016-08-16",3,4,4
"36123","36123",2016,"Native Pasture","D3b","2016-09-12",4,4,4
"37021","37021",2016,"Full Season Improved Pasture","D3a","2016-11-01",3,5,3
"37021","37021",2016,"Native Pasture","D3a","2016-11-01",3,5,3
"37023","37023",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37023","37023",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"37039","37039",2016,"Forage Sorghum","D2","2016-08-22",1,4,1
"37039","37039",2016,"Full Season Improved Pasture","D2","2016-08-22",1,5,4
"37039","37039",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"37039","37039",2016,"Full Season Improved Pasture","D4a","2016-11-08",4,5,4
"37039","37039",2016,"Native Pasture","D2","2016-08-22",1,5,4
"37039","37039",2016,"Native Pasture","D3a","2016-10-18",3,5,4
"37039","37039",2016,"Native Pasture","D4a","2016-11-08",4,5,4
"37043","37043",2016,"Forage Sorghum","D2","2016-08-15",1,4,1
"37043","37043",2016,"Full Season Improved Pasture","D2","2016-08-15",1,5,4
"37043","37043",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"37043","37043",2016,"Full Season Improved Pasture","D4a","2016-11-08",4,5,4
"37043","37043",2016,"Native Pasture","D2","2016-08-15",1,5,4
"37043","37043",2016,"Native Pasture","D3a","2016-10-18",3,5,4
"37043","37043",2016,"Native Pasture","D4a","2016-11-08",4,5,4
"37045","37045",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37045","37045",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"37071","37071",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37071","37071",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"37075","37075",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"37075","37075",2016,"Full Season Improved Pasture","D4a","2016-11-08",4,5,4
"37075","37075",2016,"Native Pasture","D3a","2016-10-18",3,5,4
"37075","37075",2016,"Native Pasture","D4a","2016-11-08",4,5,4
"37087","37087",2016,"Full Season Improved Pasture","D3a","2016-11-08",3,5,3
"37087","37087",2016,"Native Pasture","D3a","2016-11-08",3,5,3
"37089","37089",2016,"Full Season Improved Pasture","D3a","2016-10-25",3,5,3
"37089","37089",2016,"Native Pasture","D3a","2016-10-25",3,5,3
"37099","37099",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"37099","37099",2016,"Full Season Improved Pasture","D3b","2016-11-14",4,5,4
"37099","37099",2016,"Full Season Improved Pasture","D4a","2016-11-15",4,5,4
"37099","37099",2016,"Native Pasture","D3a","2016-10-18",3,5,4
"37099","37099",2016,"Native Pasture","D3b","2016-11-14",4,5,4
"37099","37099",2016,"Native Pasture","D4a","2016-11-15",4,5,4
"37109","37109",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37109","37109",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"37111","37111",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37111","37111",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"37113","37113",2016,"Forage Sorghum","D2","2016-08-15",1,4,1
"37113","37113",2016,"Full Season Improved Pasture","D2","2016-08-15",1,5,4
"37113","37113",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"37113","37113",2016,"Full Season Improved Pasture","D3b","2016-11-14",4,5,4
"37113","37113",2016,"Full Season Improved Pasture","D4a","2016-11-15",4,5,4
"37113","37113",2016,"Native Pasture","D2","2016-08-15",1,5,4
"37113","37113",2016,"Native Pasture","D3a","2016-10-18",3,5,4
"37113","37113",2016,"Native Pasture","D3b","2016-11-14",4,5,4
"37113","37113",2016,"Native Pasture","D4a","2016-11-15",4,5,4
"37115","37115",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37115","37115",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"37149","37149",2016,"Full Season Improved Pasture","D3a","2016-11-01",3,5,3
"37149","37149",2016,"Native Pasture","D3a","2016-11-01",3,5,3
"37161","37161",2016,"Full Season Improved Pasture","D3a","2016-11-01",3,5,3
"37161","37161",2016,"Native Pasture","D3a","2016-11-01",3,5,3
"37173","37173",2016,"Full Season Improved Pasture","D3a","2016-11-01",3,5,4
"37173","37173",2016,"Full Season Improved Pasture","D4a","2016-11-15",4,5,4
"37173","37173",2016,"Native Pasture","D3a","2016-11-01",3,5,4
"37173","37173",2016,"Native Pasture","D4a","2016-11-15",4,5,4
"37175","37175",2016,"Full Season Improved Pasture","D3a","2016-10-25",3,5,3
"37175","37175",2016,"Native Pasture","D3a","2016-10-25",3,5,3
"37199","37199",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"37199","37199",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"38011","38011",2016,"Forage Sorghum","D2","2016-09-12",1,2,1
"38011","38011",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
"38011","38011",2016,"Native Pasture","D2","2016-09-12",1,5,1
"40005","40005",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40005","40005",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40005","40005",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40005","40005",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40013","40013",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40013","40013",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40013","40013",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40013","40013",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40021","40021",2016,"Annual Crabgrass","D2","2016-10-10",1,5,1
"40021","40021",2016,"Forage Sorghum","D2","2016-10-10",1,4,1
"40021","40021",2016,"Native Pasture","D2","2016-10-10",1,5,1
"40021","40021",2016,"Warm Season Improved Pasture","D2","2016-10-10",1,5,1
"40029","40029",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40029","40029",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40029","40029",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40029","40029",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40049","40049",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40049","40049",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40049","40049",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40049","40049",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40069","40069",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40069","40069",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40069","40069",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40069","40069",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40099","40099",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40099","40099",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40099","40099",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40099","40099",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40101","40101",2016,"Annual Crabgrass","D2","2016-10-10",1,5,1
"40101","40101",2016,"Forage Sorghum","D2","2016-10-10",1,4,1
"40101","40101",2016,"Native Pasture","D2","2016-10-10",1,5,1
"40101","40101",2016,"Warm Season Improved Pasture","D2","2016-10-10",1,5,1
"40123","40123",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40123","40123",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40123","40123",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40123","40123",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40133","40133",2016,"Annual Crabgrass","D2","2016-11-07",1,5,1
"40133","40133",2016,"Forage Sorghum","D2","2016-11-07",1,4,1
"40133","40133",2016,"Native Pasture","D2","2016-11-07",1,5,1
"40133","40133",2016,"Warm Season Improved Pasture","D2","2016-11-07",1,5,1
"40145","40145",2016,"Annual Crabgrass","D2","2016-10-10",1,5,1
"40145","40145",2016,"Forage Sorghum","D2","2016-10-10",1,4,1
"40145","40145",2016,"Native Pasture","D2","2016-10-10",1,5,1
"40145","40145",2016,"Warm Season Improved Pasture","D2","2016-10-10",1,5,1
"41001","41001",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41001","41001",2016,"Long Season Small Grains","D2","2016-10-03",1,5,1
"41001","41001",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41023","41023",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41023","41023",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41025","41025",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41025","41025",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41037","41037",2016,"Full Season Improved Pasture","D2","2016-05-09",1,5,1
"41037","41037",2016,"Native Pasture","D2","2016-05-09",1,5,1
"41045","41045",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41045","41045",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41049","41049",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41049","41049",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41059","41059",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41059","41059",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41061","41061",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41061","41061",2016,"Native Pasture","D2","2016-10-03",1,5,1
"41063","41063",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"41063","41063",2016,"Native Pasture","D2","2016-10-03",1,5,1
"42023","42023",2016,"Forage Sorghum","D2","2016-10-03",1,5,1
"42023","42023",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"42023","42023",2016,"Native Pasture","D2","2016-10-03",1,5,1
"42027","42027",2016,"Forage Sorghum","D2","2016-10-03",1,5,1
"42027","42027",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"42027","42027",2016,"Native Pasture","D2","2016-10-03",1,5,1
"42033","42033",2016,"Forage Sorghum","D2","2016-10-03",1,5,1
"42033","42033",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"42033","42033",2016,"Native Pasture","D2","2016-10-03",1,5,1
"42035","42035",2016,"Forage Sorghum","D2","2016-09-19",1,5,1
"42035","42035",2016,"Full Season Improved Pasture","D2","2016-09-19",1,5,1
"42035","42035",2016,"Native Pasture","D2","2016-09-19",1,5,1
"42047","42047",2016,"Forage Sorghum","D2","2016-10-03",1,5,1
"42047","42047",2016,"Full Season Improved Pasture","D2","2016-10-03",1,5,1
"42047","42047",2016,"Native Pasture","D2","2016-10-03",1,5,1
"42049","42049",2016,"Forage Sorghum","D2","2016-09-12",1,5,1
"42049","42049",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
"42049","42049",2016,"Native Pasture","D2","2016-09-12",1,5,1
"42081","42081",2016,"Forage Sorghum","D2","2016-09-12",1,5,1
"42081","42081",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
"42081","42081",2016,"Native Pasture","D2","2016-09-12",1,5,1
"42103","42103",2016,"Forage Sorghum","D3a","2016-11-15",3,5,3
"42103","42103",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"42103","42103",2016,"Native Pasture","D3a","2016-11-15",3,5,3
"42105","42105",2016,"Forage Sorghum","D2","2016-09-12",1,5,1
"42105","42105",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
"42105","42105",2016,"Native Pasture","D2","2016-09-12",1,5,1
"42117","42117",2016,"Forage Sorghum","D2","2016-09-12",1,5,1
"42117","42117",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
"42117","42117",2016,"Long Season Small Grains","D2","2016-09-12",1,5,1
"42117","42117",2016,"Native Pasture","D2","2016-09-12",1,5,1
"44007","44007",2016,"Full Season Improved Pasture","D3a","2016-08-30",3,5,4
"44007","44007",2016,"Full Season Improved Pasture","D3b","2016-09-26",4,5,4
"44007","44007",2016,"Native Pasture","D3a","2016-08-30",3,5,4
"44007","44007",2016,"Native Pasture","D3b","2016-09-26",4,5,4
"45001","45001",2016,"Forage Sorghum","D3a","2016-07-05",3,5,4
"45001","45001",2016,"Forage Sorghum","D3b","2016-08-01",4,5,4
"45001","45001",2016,"Full Season Improved Pasture","D3a","2016-07-05",3,5,4
"45001","45001",2016,"Full Season Improved Pasture","D3b","2016-08-01",4,5,4
"45001","45001",2016,"Full Season Improved Pasture","D4a","2016-11-22",4,5,4
"45001","45001",2016,"Native Pasture","D3a","2016-07-05",3,5,4
"45001","45001",2016,"Native Pasture","D3b","2016-08-01",4,5,4
"45007","45007",2016,"Forage Sorghum","D3a","2016-07-05",3,5,4
"45007","45007",2016,"Forage Sorghum","D3b","2016-08-01",4,5,4
"45007","45007",2016,"Full Season Improved Pasture","D3a","2016-07-05",3,5,4
"45007","45007",2016,"Full Season Improved Pasture","D3b","2016-08-01",4,5,4
"45007","45007",2016,"Full Season Improved Pasture","D2","2016-10-17",1,5,4
"45007","45007",2016,"Full Season Improved Pasture","D4a","2016-11-22",4,5,4
"45007","45007",2016,"Native Pasture","D3a","2016-07-05",3,5,4
"45007","45007",2016,"Native Pasture","D3b","2016-08-01",4,5,4
"45007","45007",2016,"Native Pasture","D2","2016-10-17",1,5,4
"45021","45021",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"45023","45023",2016,"Full Season Improved Pasture","D3a","2016-11-22",3,5,3
"45037","45037",2016,"Forage Sorghum","D2","2016-09-05",1,5,1
"45037","45037",2016,"Full Season Improved Pasture","D2","2016-09-05",1,5,1
"45037","45037",2016,"Native Pasture","D2","2016-09-05",1,5,1
"45045","45045",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"45045","45045",2016,"Full Season Improved Pasture","D3b","2016-11-14",4,5,4
"45045","45045",2016,"Full Season Improved Pasture","D4a","2016-11-22",4,5,4
"45045","45045",2016,"Native Pasture","D3a","2016-10-18",3,5,3
"45047","45047",2016,"Forage Sorghum","D3a","2016-08-09",3,5,4
"45047","45047",2016,"Forage Sorghum","D3b","2016-09-05",4,5,4
"45047","45047",2016,"Full Season Improved Pasture","D3a","2016-08-09",3,5,4
"45047","45047",2016,"Full Season Improved Pasture","D3b","2016-09-05",4,5,4
"45047","45047",2016,"Native Pasture","D3a","2016-08-09",3,5,4
"45047","45047",2016,"Native Pasture","D3b","2016-09-05",4,5,4
"45059","45059",2016,"Full Season Improved Pasture","D3a","2016-10-18",3,5,4
"45059","45059",2016,"Full Season Improved Pasture","D3b","2016-11-14",4,5,4
"45059","45059",2016,"Native Pasture","D3a","2016-10-18",3,5,3
"45065","45065",2016,"Forage Sorghum","D3a","2016-07-05",3,5,4
"45065","45065",2016,"Forage Sorghum","D3b","2016-08-01",4,5,4
"45065","45065",2016,"Full Season Improved Pasture","D3a","2016-07-05",3,5,4
"45065","45065",2016,"Full Season Improved Pasture","D3b","2016-08-01",4,5,4
"45065","45065",2016,"Full Season Improved Pasture","D4a","2016-11-22",4,5,4
"45065","45065",2016,"Native Pasture","D3a","2016-07-05",3,5,4
"45065","45065",2016,"Native Pasture","D3b","2016-08-01",4,5,4
"45071","45071",2016,"Full Season Improved Pasture","D3a","2016-11-22",3,5,3
"45073","45073",2016,"Forage Sorghum","D3a","2016-07-12",3,5,4
"45073","45073",2016,"Forage Sorghum","D3b","2016-08-08",4,5,4
"45073","45073",2016,"Full Season Improved Pasture","D3a","2016-07-12",3,5,4
"45073","45073",2016,"Full Season Improved Pasture","D3b","2016-08-08",4,5,4
"45073","45073",2016,"Full Season Improved Pasture","D4a","2016-11-15",4,5,4
"45073","45073",2016,"Native Pasture","D3a","2016-07-12",3,5,4
"45073","45073",2016,"Native Pasture","D3b","2016-08-08",4,5,4
"45077","45077",2016,"Forage Sorghum","D3a","2016-07-12",3,5,3
"45077","45077",2016,"Full Season Improved Pasture","D3a","2016-07-12",3,5,4
"45077","45077",2016,"Full Season Improved Pasture","D3b","2016-11-14",4,5,4
"45077","45077",2016,"Full Season Improved Pasture","D4a","2016-11-22",4,5,4
"45077","45077",2016,"Native Pasture","D3a","2016-07-12",3,5,3
"45083","45083",2016,"Full Season Improved Pasture","D3a","2016-10-25",3,5,4
"45083","45083",2016,"Full Season Improved Pasture","D3b","2016-11-21",4,5,4
"45083","45083",2016,"Native Pasture","D3a","2016-10-25",3,5,3
"45087","45087",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"45091","45091",2016,"Full Season Improved Pasture","D3a","2016-11-15",3,5,3
"46019","46019",2016,"Forage Sorghum","D3a","2016-07-19",3,2,2
"46019","46019",2016,"Forage Sorghum","D3b","2016-08-15",4,2,2
"46019","46019",2016,"Full Season Improved Pasture","D3a","2016-07-19",3,5,4
"46019","46019",2016,"Full Season Improved Pasture","D3b","2016-08-15",4,5,4
"46019","46019",2016,"Long Season Small Grains","D3a","2016-07-19",3,5,4
"46019","46019",2016,"Long Season Small Grains","D3b","2016-08-15",4,5,4
"46019","46019",2016,"Native Pasture","D3a","2016-07-19",3,5,4
"46019","46019",2016,"Native Pasture","D3b","2016-08-15",4,5,4
"46033","46033",2016,"Forage Sorghum","D3a","2016-07-19",3,2,2
"46033","46033",2016,"Forage Sorghum","D3b","2016-08-15",4,2,2
"46033","46033",2016,"Full Season Improved Pasture","D3a","2016-07-19",3,5,4
"46033","46033",2016,"Full Season Improved Pasture","D3b","2016-08-15",4,5,4
"46033","46033",2016,"Long Season Small Grains","D3a","2016-07-19",3,5,4
"46033","46033",2016,"Long Season Small Grains","D3b","2016-08-15",4,5,4
"46033","46033",2016,"Native Pasture","D3a","2016-07-19",3,5,4
"46033","46033",2016,"Native Pasture","D3b","2016-08-15",4,5,4
"46047","46047",2016,"Forage Sorghum","D2","2016-09-12",1,2,1
"46047","46047",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
"46047","46047",2016,"Long Season Small Grains","D2","2016-09-12",1,5,1
"46047","46047",2016,"Native Pasture","D2","2016-09-12",1,5,1
"46063","46063",2016,"Forage Sorghum","D3a","2016-07-19",3,2,2
"46063","46063",2016,"Forage Sorghum","D3b","2016-08-15",4,2,2
"46063","46063",2016,"Full Season Improved Pasture","D3a","2016-07-19",3,5,4
"46063","46063",2016,"Full Season Improved Pasture","D3b","2016-08-15",4,5,4
"46063","46063",2016,"Long Season Small Grains","D3a","2016-07-19",3,5,4
"46063","46063",2016,"Long Season Small Grains","D3b","2016-08-15",4,5,4
"46063","46063",2016,"Native Pasture","D3a","2016-07-19",3,5,4
"46063","46063",2016,"Native Pasture","D3b","2016-08-15",4,5,4
"46081","46081",2016,"Forage Sorghum","D3a","2016-07-15",3,2,2
"46081","46081",2016,"Forage Sorghum","D3b","2016-08-15",4,2,2
"46081","46081",2016,"Full Season Improved Pasture","D3a","2016-06-28",3,5,4
"46081","46081",2016,"Full Season Improved Pasture","D3b","2016-07-25",4,5,4
"46081","46081",2016,"Long Season Small Grains","D3a","2016-06-28",3,5,4
"46081","46081",2016,"Long Season Small Grains","D3b","2016-07-25",4,5,4
"46081","46081",2016,"Native Pasture","D3a","2016-06-28",3,5,4
"46081","46081",2016,"Native Pasture","D3b","2016-07-25",4,5,4
"46093","46093",2016,"Forage Sorghum","D3a","2016-07-15",3,2,2
"46093","46093",2016,"Forage Sorghum","D3b","2016-08-15",4,2,2
"46093","46093",2016,"Full Season Improved Pasture","D3a","2016-06-28",3,5,4
"46093","46093",2016,"Full Season Improved Pasture","D3b","2016-07-25",4,5,4
"46093","46093",2016,"Long Season Small Grains","D3a","2016-06-28",3,5,4
"46093","46093",2016,"Long Season Small Grains","D3b","2016-07-25",4,5,4
"46093","46093",2016,"Native Pasture","D3a","2016-06-28",3,5,4
"46093","46093",2016,"Native Pasture","D3b","2016-07-25",4,5,4
"46103","46103",2016,"Forage Sorghum","D3a","2016-07-15",3,2,2
"46103","46103",2016,"Forage Sorghum","D3b","2016-08-15",4,2,2
"46103","46103",2016,"Full Season Improved Pasture","D3a","2016-06-28",3,5,4
"46103","46103",2016,"Full Season Improved Pasture","D3b","2016-07-25",4,5,4
"46103","46103",2016,"Long Season Small Grains","D3a","2016-06-28",3,5,4
"46103","46103",2016,"Long Season Small Grains","D3b","2016-07-25",4,5,4
"46103","46103",2016,"Native Pasture","D3a","2016-06-28",3,5,4
"46103","46103",2016,"Native Pasture","D3b","2016-07-25",4,5,4
"46105","46105",2016,"Forage Sorghum","D2","2016-09-12",1,2,1
"46105","46105",2016,"Full Season Improved Pasture","D2","2016-09-12",1,5,1
